SRA Accession,species,Data type
SRR11458718,Glycine max,RNA-seq
SRR11637589,Glycine max,RNA-seq
SRR11637590,Glycine max,RNA-seq
SRR11637591,Glycine max,RNA-seq
SRR11637592,Glycine max,RNA-seq
SRR11637593,Glycine max,RNA-seq
SRR11637594,Glycine max,RNA-seq
SRR11637595,Glycine max,RNA-seq
SRR11637596,Glycine max,RNA-seq
SRR11637597,Glycine max,RNA-seq
SRR11637598,Glycine max,RNA-seq
SRR11637599,Glycine max,RNA-seq
SRR11637600,Glycine max,RNA-seq
SRR11637816,Glycine max,RNA-seq
SRR11637817,Glycine max,RNA-seq
SRR11637818,Glycine max,RNA-seq
SRR11637819,Glycine max,RNA-seq
SRR11637820,Glycine max,RNA-seq
SRR11637821,Glycine max,RNA-seq
SRR11637822,Glycine max,RNA-seq
SRR11637823,Glycine max,RNA-seq
SRR11637824,Glycine max,RNA-seq
SRR11637825,Glycine max,RNA-seq
SRR11637826,Glycine max,RNA-seq
SRR11637827,Glycine max,RNA-seq
SRR11637962,Glycine max,RNA-seq
SRR11637963,Glycine max,RNA-seq
SRR11637964,Glycine max,RNA-seq
SRR11637965,Glycine max,RNA-seq
SRR11860563,Glycine max,RNA-seq
SRR11860564,Glycine max,RNA-seq
SRR11860565,Glycine max,RNA-seq
SRR11860566,Glycine max,RNA-seq
SRR11860567,Glycine max,RNA-seq
SRR11860568,Glycine max,RNA-seq
SRR14607764,Glycine max,RNA-seq
SRR14607765,Glycine max,RNA-seq
SRR14607766,Glycine max,RNA-seq
SRR14607767,Glycine max,RNA-seq
SRR14607768,Glycine max,RNA-seq
SRR14607769,Glycine max,RNA-seq
SRR14607777,Glycine max,RNA-seq
SRR14607778,Glycine max,RNA-seq
SRR14607779,Glycine max,RNA-seq
SRR14607780,Glycine max,RNA-seq
SRR14607782,Glycine max,RNA-seq
SRR14607783,Glycine max,RNA-seq
SRR14607784,Glycine max,RNA-seq
SRR14607785,Glycine max,RNA-seq
SRR14607786,Glycine max,RNA-seq
SRR14607787,Glycine max,RNA-seq
SRR14607788,Glycine max,RNA-seq
SRR14607789,Glycine max,RNA-seq
SRR14614666,Glycine max,RNA-seq
SRR14614667,Glycine max,RNA-seq
SRR14614668,Glycine max,RNA-seq
SRR14614669,Glycine max,RNA-seq
SRR14614670,Glycine max,RNA-seq
SRR14614671,Glycine max,RNA-seq
SRR14614672,Glycine max,RNA-seq
SRR14614673,Glycine max,RNA-seq
SRR14614674,Glycine max,RNA-seq
SRR14614675,Glycine max,RNA-seq
SRR14614676,Glycine max,RNA-seq
SRR14614677,Glycine max,RNA-seq
SRR14614678,Glycine max,RNA-seq
SRR14614679,Glycine max,RNA-seq
SRR14614680,Glycine max,RNA-seq
SRR14614681,Glycine max,RNA-seq
SRR14614682,Glycine max,RNA-seq
SRR14614683,Glycine max,RNA-seq
SRR14614684,Glycine max,RNA-seq
SRR14614685,Glycine max,RNA-seq
SRR14614686,Glycine max,RNA-seq
SRR14614687,Glycine max,RNA-seq
SRR14614688,Glycine max,RNA-seq
SRR14614689,Glycine max,RNA-seq
SRR14614690,Glycine max,RNA-seq
SRR14614691,Glycine max,RNA-seq
SRR14614692,Glycine max,RNA-seq
SRR14614693,Glycine max,RNA-seq
SRR14614694,Glycine max,RNA-seq
SRR14614695,Glycine max,RNA-seq
SRR14614696,Glycine max,RNA-seq
SRR14614697,Glycine max,RNA-seq
SRR14614698,Glycine max,RNA-seq
SRR14614699,Glycine max,RNA-seq
SRR14614700,Glycine max,RNA-seq
SRR14614701,Glycine max,RNA-seq
SRR14614702,Glycine max,RNA-seq
SRR14932958,Glycine max,RNA-seq
SRR14932959,Glycine max,RNA-seq
SRR14932960,Glycine max,RNA-seq
SRR14932961,Glycine max,RNA-seq
SRR14932962,Glycine max,RNA-seq
SRR14932963,Glycine max,RNA-seq
SRR14932964,Glycine max,RNA-seq
SRR14932965,Glycine max,RNA-seq
SRR14932966,Glycine max,RNA-seq
SRR14932967,Glycine max,RNA-seq
SRR14932968,Glycine max,RNA-seq
SRR14932969,Glycine max,RNA-seq
SRR15239594,Glycine max,RNA-seq
SRR15239595,Glycine max,RNA-seq
SRR15239596,Glycine max,RNA-seq
SRR15239597,Glycine max,RNA-seq
SRR17200342,Glycine max,RNA-seq
SRR17200395,Glycine max,RNA-seq
SRR17200396,Glycine max,RNA-seq
SRR17200397,Glycine max,RNA-seq
SRR17200398,Glycine max,RNA-seq
SRR17200399,Glycine max,RNA-seq
SRR17200400,Glycine max,RNA-seq
SRR17200401,Glycine max,RNA-seq
SRR17200402,Glycine max,RNA-seq
SRR11467468,Gossypium hirsutum,RNA-seq
SRR11467469,Gossypium hirsutum,RNA-seq
SRR11467470,Gossypium hirsutum,RNA-seq
SRR11467471,Gossypium hirsutum,RNA-seq
SRR11467472,Gossypium hirsutum,RNA-seq
SRR11467473,Gossypium hirsutum,RNA-seq
SRR11531946,Gossypium hirsutum,RNA-seq
SRR11531947,Gossypium hirsutum,RNA-seq
SRR11531948,Gossypium hirsutum,RNA-seq
SRR11531949,Gossypium hirsutum,RNA-seq
SRR11531950,Gossypium hirsutum,RNA-seq
SRR11531951,Gossypium hirsutum,RNA-seq
SRR11531952,Gossypium hirsutum,RNA-seq
SRR11531953,Gossypium hirsutum,RNA-seq
SRR11728904,Gossypium hirsutum,RNA-seq
SRR11728905,Gossypium hirsutum,RNA-seq
SRR11728906,Gossypium hirsutum,RNA-seq
SRR11728913,Gossypium hirsutum,RNA-seq
SRR11728914,Gossypium hirsutum,RNA-seq
SRR11728915,Gossypium hirsutum,RNA-seq
SRR11728922,Gossypium hirsutum,RNA-seq
SRR11728923,Gossypium hirsutum,RNA-seq
SRR11728924,Gossypium hirsutum,RNA-seq
SRR11728931,Gossypium hirsutum,RNA-seq
SRR11728932,Gossypium hirsutum,RNA-seq
SRR11728933,Gossypium hirsutum,RNA-seq
SRR11728940,Gossypium hirsutum,RNA-seq
SRR11728941,Gossypium hirsutum,RNA-seq
SRR11728942,Gossypium hirsutum,RNA-seq
SRR11728949,Gossypium hirsutum,RNA-seq
SRR11728950,Gossypium hirsutum,RNA-seq
SRR11728951,Gossypium hirsutum,RNA-seq
SRR11728958,Gossypium hirsutum,RNA-seq
SRR11728959,Gossypium hirsutum,RNA-seq
SRR11728960,Gossypium hirsutum,RNA-seq
SRR11960874,Gossypium hirsutum,RNA-seq
SRR11960875,Gossypium hirsutum,RNA-seq
SRR12631437,Gossypium hirsutum,RNA-seq
SRR12631444,Gossypium hirsutum,RNA-seq
SRR12631445,Gossypium hirsutum,RNA-seq
SRR12631446,Gossypium hirsutum,RNA-seq
SRR12631447,Gossypium hirsutum,RNA-seq
SRR12631448,Gossypium hirsutum,RNA-seq
SRR12631449,Gossypium hirsutum,RNA-seq
SRR12631450,Gossypium hirsutum,RNA-seq
SRR12631451,Gossypium hirsutum,RNA-seq
SRR12631452,Gossypium hirsutum,RNA-seq
SRR12631453,Gossypium hirsutum,RNA-seq
SRR12631456,Gossypium hirsutum,RNA-seq
SRR12631467,Gossypium hirsutum,RNA-seq
SRR12631471,Gossypium hirsutum,RNA-seq
SRR12631472,Gossypium hirsutum,RNA-seq
SRR12631473,Gossypium hirsutum,RNA-seq
SRR12631477,Gossypium hirsutum,RNA-seq
SRR12631478,Gossypium hirsutum,RNA-seq
SRR12631479,Gossypium hirsutum,RNA-seq
SRR12631480,Gossypium hirsutum,RNA-seq
SRR12631481,Gossypium hirsutum,RNA-seq
SRR12631482,Gossypium hirsutum,RNA-seq
SRR12631483,Gossypium hirsutum,RNA-seq
SRR12631487,Gossypium hirsutum,RNA-seq
SRR12631488,Gossypium hirsutum,RNA-seq
SRR12631489,Gossypium hirsutum,RNA-seq
SRR12631490,Gossypium hirsutum,RNA-seq
SRR12640445,Gossypium hirsutum,RNA-seq
SRR12640446,Gossypium hirsutum,RNA-seq
SRR12640447,Gossypium hirsutum,RNA-seq
SRR12640452,Gossypium hirsutum,RNA-seq
SRR12640453,Gossypium hirsutum,RNA-seq
SRR14552650,Gossypium hirsutum,RNA-seq
SRR14970125,Gossypium hirsutum,RNA-seq
SRR14970126,Gossypium hirsutum,RNA-seq
SRR14970127,Gossypium hirsutum,RNA-seq
SRR14970128,Gossypium hirsutum,RNA-seq
SRR14970134,Gossypium hirsutum,RNA-seq
SRR14970135,Gossypium hirsutum,RNA-seq
SRR14970139,Gossypium hirsutum,RNA-seq
SRR14970141,Gossypium hirsutum,RNA-seq
SRR14970142,Gossypium hirsutum,RNA-seq
SRR14970143,Gossypium hirsutum,RNA-seq
SRR14970144,Gossypium hirsutum,RNA-seq
SRR14970145,Gossypium hirsutum,RNA-seq
SRR14970146,Gossypium hirsutum,RNA-seq
SRR14970149,Gossypium hirsutum,RNA-seq
SRR14970150,Gossypium hirsutum,RNA-seq
SRR15057609,Gossypium hirsutum,RNA-seq
SRR15057610,Gossypium hirsutum,RNA-seq
SRR15057611,Gossypium hirsutum,RNA-seq
SRR15057612,Gossypium hirsutum,RNA-seq
SRR15057613,Gossypium hirsutum,RNA-seq
SRR15057614,Gossypium hirsutum,RNA-seq
SRR15057615,Gossypium hirsutum,RNA-seq
SRR15057616,Gossypium hirsutum,RNA-seq
SRR15057617,Gossypium hirsutum,RNA-seq
SRR15057618,Gossypium hirsutum,RNA-seq
SRR15057619,Gossypium hirsutum,RNA-seq
SRR15057620,Gossypium hirsutum,RNA-seq
SRR15195933,Gossypium hirsutum,RNA-seq
SRR15195934,Gossypium hirsutum,RNA-seq
SRR15195935,Gossypium hirsutum,RNA-seq
SRR15195936,Gossypium hirsutum,RNA-seq
SRR15195937,Gossypium hirsutum,RNA-seq
SRR15195938,Gossypium hirsutum,RNA-seq
SRR15358144,Gossypium hirsutum,RNA-seq
SRR15358145,Gossypium hirsutum,RNA-seq
SRR15358146,Gossypium hirsutum,RNA-seq
SRR15358147,Gossypium hirsutum,RNA-seq
SRR15358148,Gossypium hirsutum,RNA-seq
SRR15358149,Gossypium hirsutum,RNA-seq
SRR15358150,Gossypium hirsutum,RNA-seq
SRR15358151,Gossypium hirsutum,RNA-seq
SRR15358152,Gossypium hirsutum,RNA-seq
SRR15358153,Gossypium hirsutum,RNA-seq
SRR15358154,Gossypium hirsutum,RNA-seq
SRR15358155,Gossypium hirsutum,RNA-seq
SRR15358156,Gossypium hirsutum,RNA-seq
SRR15358157,Gossypium hirsutum,RNA-seq
SRR15358158,Gossypium hirsutum,RNA-seq
SRR15358159,Gossypium hirsutum,RNA-seq
SRR15358160,Gossypium hirsutum,RNA-seq
SRR15358161,Gossypium hirsutum,RNA-seq
SRR15358162,Gossypium hirsutum,RNA-seq
SRR15358163,Gossypium hirsutum,RNA-seq
SRR15358164,Gossypium hirsutum,RNA-seq
SRR15358165,Gossypium hirsutum,RNA-seq
DRR050343,Marchantia polymorpha,RNA-seq
DRR050344,Marchantia polymorpha,RNA-seq
DRR050345,Marchantia polymorpha,RNA-seq
DRR050346,Marchantia polymorpha,RNA-seq
DRR050348,Marchantia polymorpha,RNA-seq
DRR050349,Marchantia polymorpha,RNA-seq
DRR093991,Marchantia polymorpha,RNA-seq
DRR093992,Marchantia polymorpha,RNA-seq
DRR093993,Marchantia polymorpha,RNA-seq
DRR093994,Marchantia polymorpha,RNA-seq
DRR093995,Marchantia polymorpha,RNA-seq
DRR093996,Marchantia polymorpha,RNA-seq
DRR093997,Marchantia polymorpha,RNA-seq
DRR094000,Marchantia polymorpha,RNA-seq
DRR094004,Marchantia polymorpha,RNA-seq
DRR094008,Marchantia polymorpha,RNA-seq
DRR096278,Marchantia polymorpha,RNA-seq
DRR096279,Marchantia polymorpha,RNA-seq
DRR096284,Marchantia polymorpha,RNA-seq
DRR096424,Marchantia polymorpha,RNA-seq
DRR096425,Marchantia polymorpha,RNA-seq
DRR096426,Marchantia polymorpha,RNA-seq
DRR096429,Marchantia polymorpha,RNA-seq
DRR096430,Marchantia polymorpha,RNA-seq
DRR118948,Marchantia polymorpha,RNA-seq
DRR118949,Marchantia polymorpha,RNA-seq
DRR118950,Marchantia polymorpha,RNA-seq
DRR118951,Marchantia polymorpha,RNA-seq
DRR118952,Marchantia polymorpha,RNA-seq
DRR127461,Marchantia polymorpha,RNA-seq
DRR127462,Marchantia polymorpha,RNA-seq
DRR130763,Marchantia polymorpha,RNA-seq
DRR130765,Marchantia polymorpha,RNA-seq
DRR130768,Marchantia polymorpha,RNA-seq
DRR172364,Marchantia polymorpha,RNA-seq
DRR172365,Marchantia polymorpha,RNA-seq
DRR196703,Marchantia polymorpha,RNA-seq
DRR196704,Marchantia polymorpha,RNA-seq
DRR196706,Marchantia polymorpha,RNA-seq
DRR196710,Marchantia polymorpha,RNA-seq
DRR196711,Marchantia polymorpha,RNA-seq
DRR196719,Marchantia polymorpha,RNA-seq
DRR196720,Marchantia polymorpha,RNA-seq
DRR196722,Marchantia polymorpha,RNA-seq
DRR196723,Marchantia polymorpha,RNA-seq
DRR196724,Marchantia polymorpha,RNA-seq
DRR209029,Marchantia polymorpha,RNA-seq
DRR209030,Marchantia polymorpha,RNA-seq
DRR209032,Marchantia polymorpha,RNA-seq
DRR209033,Marchantia polymorpha,RNA-seq
DRR209034,Marchantia polymorpha,RNA-seq
DRR209035,Marchantia polymorpha,RNA-seq
DRR209036,Marchantia polymorpha,RNA-seq
DRR272342,Marchantia polymorpha,RNA-seq
DRR272350,Marchantia polymorpha,RNA-seq
DRR284685,Marchantia polymorpha,RNA-seq
DRR284686,Marchantia polymorpha,RNA-seq
DRR284687,Marchantia polymorpha,RNA-seq
DRR284692,Marchantia polymorpha,RNA-seq
DRR284694,Marchantia polymorpha,RNA-seq
DRR330149,Marchantia polymorpha,RNA-seq
DRR330150,Marchantia polymorpha,RNA-seq
DRR330158,Marchantia polymorpha,RNA-seq
DRR330164,Marchantia polymorpha,RNA-seq
DRR330165,Marchantia polymorpha,RNA-seq
DRR330166,Marchantia polymorpha,RNA-seq
DRR330167,Marchantia polymorpha,RNA-seq
DRR330169,Marchantia polymorpha,RNA-seq
DRR330173,Marchantia polymorpha,RNA-seq
DRR330174,Marchantia polymorpha,RNA-seq
DRR330175,Marchantia polymorpha,RNA-seq
DRR330176,Marchantia polymorpha,RNA-seq
DRR330177,Marchantia polymorpha,RNA-seq
DRR330178,Marchantia polymorpha,RNA-seq
DRR330181,Marchantia polymorpha,RNA-seq
DRR330184,Marchantia polymorpha,RNA-seq
DRR330185,Marchantia polymorpha,RNA-seq
DRR330186,Marchantia polymorpha,RNA-seq
DRR343874,Marchantia polymorpha,RNA-seq
DRR343875,Marchantia polymorpha,RNA-seq
DRR343880,Marchantia polymorpha,RNA-seq
DRR343881,Marchantia polymorpha,RNA-seq
DRR343883,Marchantia polymorpha,RNA-seq
DRR354256,Marchantia polymorpha,RNA-seq
DRR354257,Marchantia polymorpha,RNA-seq
DRR354258,Marchantia polymorpha,RNA-seq
DRR354261,Marchantia polymorpha,RNA-seq
DRR354262,Marchantia polymorpha,RNA-seq
DRR354264,Marchantia polymorpha,RNA-seq
DRR354265,Marchantia polymorpha,RNA-seq
DRR354268,Marchantia polymorpha,RNA-seq
DRR354269,Marchantia polymorpha,RNA-seq
DRR354270,Marchantia polymorpha,RNA-seq
DRR354271,Marchantia polymorpha,RNA-seq
DRR354272,Marchantia polymorpha,RNA-seq
DRR360819,Marchantia polymorpha,RNA-seq
DRR360820,Marchantia polymorpha,RNA-seq
DRR360821,Marchantia polymorpha,RNA-seq
DRR360822,Marchantia polymorpha,RNA-seq
DRR360823,Marchantia polymorpha,RNA-seq
DRR360824,Marchantia polymorpha,RNA-seq
DRR360825,Marchantia polymorpha,RNA-seq
DRR362267,Marchantia polymorpha,RNA-seq
DRR362268,Marchantia polymorpha,RNA-seq
DRR362269,Marchantia polymorpha,RNA-seq
DRR362270,Marchantia polymorpha,RNA-seq
DRR362271,Marchantia polymorpha,RNA-seq
DRR362273,Marchantia polymorpha,RNA-seq
DRR362280,Marchantia polymorpha,RNA-seq
DRR362281,Marchantia polymorpha,RNA-seq
DRR362282,Marchantia polymorpha,RNA-seq
DRR362283,Marchantia polymorpha,RNA-seq
DRR362285,Marchantia polymorpha,RNA-seq
DRR362286,Marchantia polymorpha,RNA-seq
DRR362289,Marchantia polymorpha,RNA-seq
DRR362290,Marchantia polymorpha,RNA-seq
DRR391941,Marchantia polymorpha,RNA-seq
DRR391942,Marchantia polymorpha,RNA-seq
DRR391946,Marchantia polymorpha,RNA-seq
DRR391947,Marchantia polymorpha,RNA-seq
DRR391948,Marchantia polymorpha,RNA-seq
DRR444461,Marchantia polymorpha,RNA-seq
DRR444462,Marchantia polymorpha,RNA-seq
DRR444463,Marchantia polymorpha,RNA-seq
DRR444464,Marchantia polymorpha,RNA-seq
DRR444465,Marchantia polymorpha,RNA-seq
DRR444466,Marchantia polymorpha,RNA-seq
DRR444467,Marchantia polymorpha,RNA-seq
DRR460792,Marchantia polymorpha,RNA-seq
DRR460793,Marchantia polymorpha,RNA-seq
DRR460794,Marchantia polymorpha,RNA-seq
DRR460795,Marchantia polymorpha,RNA-seq
DRR460796,Marchantia polymorpha,RNA-seq
DRR460797,Marchantia polymorpha,RNA-seq
DRR460798,Marchantia polymorpha,RNA-seq
DRR460803,Marchantia polymorpha,RNA-seq
DRR460810,Marchantia polymorpha,RNA-seq
DRR460811,Marchantia polymorpha,RNA-seq
DRR463311,Marchantia polymorpha,RNA-seq
DRR463314,Marchantia polymorpha,RNA-seq
DRR463315,Marchantia polymorpha,RNA-seq
DRR463316,Marchantia polymorpha,RNA-seq
DRR463319,Marchantia polymorpha,RNA-seq
DRR463321,Marchantia polymorpha,RNA-seq
DRR463328,Marchantia polymorpha,RNA-seq
DRR463329,Marchantia polymorpha,RNA-seq
DRR463330,Marchantia polymorpha,RNA-seq
DRR463331,Marchantia polymorpha,RNA-seq
DRR463333,Marchantia polymorpha,RNA-seq
DRR484036,Marchantia polymorpha,RNA-seq
DRR484038,Marchantia polymorpha,RNA-seq
DRR484040,Marchantia polymorpha,RNA-seq
DRR484041,Marchantia polymorpha,RNA-seq
DRR484042,Marchantia polymorpha,RNA-seq
DRR484043,Marchantia polymorpha,RNA-seq
DRR484044,Marchantia polymorpha,RNA-seq
DRR491459,Marchantia polymorpha,RNA-seq
DRR491460,Marchantia polymorpha,RNA-seq
DRR491461,Marchantia polymorpha,RNA-seq
DRR491462,Marchantia polymorpha,RNA-seq
DRR491468,Marchantia polymorpha,RNA-seq
DRR491469,Marchantia polymorpha,RNA-seq
DRR491470,Marchantia polymorpha,RNA-seq
DRR491471,Marchantia polymorpha,RNA-seq
DRR491472,Marchantia polymorpha,RNA-seq
DRR491473,Marchantia polymorpha,RNA-seq
DRR491647,Marchantia polymorpha,RNA-seq
DRR491648,Marchantia polymorpha,RNA-seq
DRR491649,Marchantia polymorpha,RNA-seq
DRR491650,Marchantia polymorpha,RNA-seq
DRR491654,Marchantia polymorpha,RNA-seq
DRR491655,Marchantia polymorpha,RNA-seq
DRR491656,Marchantia polymorpha,RNA-seq
DRR491657,Marchantia polymorpha,RNA-seq
DRR491658,Marchantia polymorpha,RNA-seq
DRR491659,Marchantia polymorpha,RNA-seq
DRR491660,Marchantia polymorpha,RNA-seq
DRR491666,Marchantia polymorpha,RNA-seq
DRR499937,Marchantia polymorpha,RNA-seq
DRR499944,Marchantia polymorpha,RNA-seq
DRR499945,Marchantia polymorpha,RNA-seq
DRR591705,Marchantia polymorpha,RNA-seq
DRR591706,Marchantia polymorpha,RNA-seq
DRR591707,Marchantia polymorpha,RNA-seq
DRR591709,Marchantia polymorpha,RNA-seq
DRR591710,Marchantia polymorpha,RNA-seq
DRR591712,Marchantia polymorpha,RNA-seq
DRR591714,Marchantia polymorpha,RNA-seq
DRR591715,Marchantia polymorpha,RNA-seq
DRR591725,Marchantia polymorpha,RNA-seq
DRR591726,Marchantia polymorpha,RNA-seq
DRR591727,Marchantia polymorpha,RNA-seq
DRR591728,Marchantia polymorpha,RNA-seq
DRR591729,Marchantia polymorpha,RNA-seq
ERR4471743,Marchantia polymorpha,RNA-seq
ERR4471745,Marchantia polymorpha,RNA-seq
ERR7280656,Marchantia polymorpha,RNA-seq
ERR7280657,Marchantia polymorpha,RNA-seq
ERR7280661,Marchantia polymorpha,RNA-seq
ERR7280663,Marchantia polymorpha,RNA-seq
ERR7280664,Marchantia polymorpha,RNA-seq
ERR7280665,Marchantia polymorpha,RNA-seq
ERR7280667,Marchantia polymorpha,RNA-seq
ERR7280671,Marchantia polymorpha,RNA-seq
ERR7280672,Marchantia polymorpha,RNA-seq
ERR7280673,Marchantia polymorpha,RNA-seq
ERR7280675,Marchantia polymorpha,RNA-seq
ERR7280676,Marchantia polymorpha,RNA-seq
ERR7280677,Marchantia polymorpha,RNA-seq
ERR7280678,Marchantia polymorpha,RNA-seq
ERR7280679,Marchantia polymorpha,RNA-seq
ERR7280680,Marchantia polymorpha,RNA-seq
ERR7280681,Marchantia polymorpha,RNA-seq
ERR7280682,Marchantia polymorpha,RNA-seq
ERR7280684,Marchantia polymorpha,RNA-seq
ERR7280685,Marchantia polymorpha,RNA-seq
ERR7280686,Marchantia polymorpha,RNA-seq
ERR7280687,Marchantia polymorpha,RNA-seq
ERR7280689,Marchantia polymorpha,RNA-seq
ERR7280690,Marchantia polymorpha,RNA-seq
ERR7280694,Marchantia polymorpha,RNA-seq
ERR7280695,Marchantia polymorpha,RNA-seq
ERR7280696,Marchantia polymorpha,RNA-seq
ERR7280698,Marchantia polymorpha,RNA-seq
ERR7280699,Marchantia polymorpha,RNA-seq
ERR7280700,Marchantia polymorpha,RNA-seq
ERR7280701,Marchantia polymorpha,RNA-seq
ERR7280702,Marchantia polymorpha,RNA-seq
ERR7280704,Marchantia polymorpha,RNA-seq
ERR7280705,Marchantia polymorpha,RNA-seq
ERR7280709,Marchantia polymorpha,RNA-seq
ERR7280710,Marchantia polymorpha,RNA-seq
ERR7280712,Marchantia polymorpha,RNA-seq
ERR7280713,Marchantia polymorpha,RNA-seq
ERR7280715,Marchantia polymorpha,RNA-seq
ERR7280720,Marchantia polymorpha,RNA-seq
ERR7280721,Marchantia polymorpha,RNA-seq
ERR7280722,Marchantia polymorpha,RNA-seq
ERR7280723,Marchantia polymorpha,RNA-seq
ERR7280724,Marchantia polymorpha,RNA-seq
ERR7280725,Marchantia polymorpha,RNA-seq
ERR7280727,Marchantia polymorpha,RNA-seq
ERR7280728,Marchantia polymorpha,RNA-seq
ERR7280730,Marchantia polymorpha,RNA-seq
ERR7280732,Marchantia polymorpha,RNA-seq
ERR7280737,Marchantia polymorpha,RNA-seq
ERR7280738,Marchantia polymorpha,RNA-seq
ERR7280741,Marchantia polymorpha,RNA-seq
ERR7280742,Marchantia polymorpha,RNA-seq
ERR7280743,Marchantia polymorpha,RNA-seq
ERR7280744,Marchantia polymorpha,RNA-seq
ERR7280745,Marchantia polymorpha,RNA-seq
ERR7280747,Marchantia polymorpha,RNA-seq
ERR7280750,Marchantia polymorpha,RNA-seq
ERR9883751,Marchantia polymorpha,RNA-seq
SRR10350630,Marchantia polymorpha,RNA-seq
SRR10350635,Marchantia polymorpha,RNA-seq
SRR10350636,Marchantia polymorpha,RNA-seq
SRR10350637,Marchantia polymorpha,RNA-seq
SRR10350641,Marchantia polymorpha,RNA-seq
SRR10879454,Marchantia polymorpha,RNA-seq
SRR10879455,Marchantia polymorpha,RNA-seq
SRR10879457,Marchantia polymorpha,RNA-seq
SRR10879458,Marchantia polymorpha,RNA-seq
SRR10879459,Marchantia polymorpha,RNA-seq
SRR1140967,Marchantia polymorpha,RNA-seq
SRR1140968,Marchantia polymorpha,RNA-seq
SRR1140969,Marchantia polymorpha,RNA-seq
SRR11440499,Marchantia polymorpha,RNA-seq
SRR11440500,Marchantia polymorpha,RNA-seq
SRR11440501,Marchantia polymorpha,RNA-seq
SRR11440502,Marchantia polymorpha,RNA-seq
SRR11440508,Marchantia polymorpha,RNA-seq
SRR12076848,Marchantia polymorpha,RNA-seq
SRR12076849,Marchantia polymorpha,RNA-seq
SRR12076850,Marchantia polymorpha,RNA-seq
SRR12076851,Marchantia polymorpha,RNA-seq
SRR12076852,Marchantia polymorpha,RNA-seq
SRR12076856,Marchantia polymorpha,RNA-seq
SRR12076857,Marchantia polymorpha,RNA-seq
SRR12076858,Marchantia polymorpha,RNA-seq
SRR12076859,Marchantia polymorpha,RNA-seq
SRR12076860,Marchantia polymorpha,RNA-seq
SRR12076861,Marchantia polymorpha,RNA-seq
SRR12076862,Marchantia polymorpha,RNA-seq
SRR12076863,Marchantia polymorpha,RNA-seq
SRR12076870,Marchantia polymorpha,RNA-seq
SRR12076874,Marchantia polymorpha,RNA-seq
SRR12076875,Marchantia polymorpha,RNA-seq
SRR12076877,Marchantia polymorpha,RNA-seq
SRR12076878,Marchantia polymorpha,RNA-seq
SRR12076922,Marchantia polymorpha,RNA-seq
SRR12076924,Marchantia polymorpha,RNA-seq
SRR12076925,Marchantia polymorpha,RNA-seq
SRR12076927,Marchantia polymorpha,RNA-seq
SRR12351419,Marchantia polymorpha,RNA-seq
SRR12351420,Marchantia polymorpha,RNA-seq
SRR12351421,Marchantia polymorpha,RNA-seq
SRR12351423,Marchantia polymorpha,RNA-seq
SRR12351425,Marchantia polymorpha,RNA-seq
SRR12351427,Marchantia polymorpha,RNA-seq
SRR12767583,Marchantia polymorpha,RNA-seq
SRR12767584,Marchantia polymorpha,RNA-seq
SRR12767586,Marchantia polymorpha,RNA-seq
SRR12767592,Marchantia polymorpha,RNA-seq
SRR13192245,Marchantia polymorpha,RNA-seq
SRR13201100,Marchantia polymorpha,RNA-seq
SRR13201101,Marchantia polymorpha,RNA-seq
SRR13201102,Marchantia polymorpha,RNA-seq
SRR13201103,Marchantia polymorpha,RNA-seq
SRR13201104,Marchantia polymorpha,RNA-seq
SRR13201107,Marchantia polymorpha,RNA-seq
SRR13201108,Marchantia polymorpha,RNA-seq
SRR13201112,Marchantia polymorpha,RNA-seq
SRR13201114,Marchantia polymorpha,RNA-seq
SRR13201116,Marchantia polymorpha,RNA-seq
SRR13377309,Marchantia polymorpha,RNA-seq
SRR13377310,Marchantia polymorpha,RNA-seq
SRR13377311,Marchantia polymorpha,RNA-seq
SRR13377313,Marchantia polymorpha,RNA-seq
SRR13569589,Marchantia polymorpha,RNA-seq
SRR13728998,Marchantia polymorpha,RNA-seq
SRR13729795,Marchantia polymorpha,RNA-seq
SRR13729799,Marchantia polymorpha,RNA-seq
SRR14892359,Marchantia polymorpha,RNA-seq
SRR14892360,Marchantia polymorpha,RNA-seq
SRR14892363,Marchantia polymorpha,RNA-seq
SRR14892364,Marchantia polymorpha,RNA-seq
SRR14892367,Marchantia polymorpha,RNA-seq
